///////////////////////////////////////////
//            Level 0/Class              //
///////////////////////////////////////////

data "ProjectileCount" "1"
data "Trajectories" "c63c4527-1bdf-4635-ad59-7d7e2f666fa3"
data "Icon" "Action_DestructoDisk"
data "DisplayName" "h57e33af1g23e0g4dbdg99d7g7d469b477050"
data "Description" "h725d769dg18edg4a1fga1f8ga5227cf1d7fb;3"
data "TooltipDamageList" "DealDamage(LevelMapValue(KW_D6Ki_Technique)+SpellCastingAbilityModifier,Slashing);DealDamage(1d6,Radiant)"
data "TooltipStatusApply" "ApplyStatus(BLEEDING,100,2)"
data "PrepareSound" "Spell_Prepare_Damage_Radiant_Gen_L1to3"
data "PrepareLoopSound" "Spell_Prepare_Damage_Radiant_Gen_L1to3_Loop"
data "CastSound" "Spell_Cast_Damage_Radiant_GuidingBolt_L1to3"
data "PreviewCursor" "Cast"
data "CastTextEvent" "Cast"
data "TooltipAttackSave" "RangedSpellAttack"
data "CycleConditions" "Enemy() and not Dead()"
data "UseCosts" "ActionPoint:1;KW_Energy:7"
data "SpellAnimation" "3ff87abf-1ea1-4c32-aadf-c822d74c7dc0,,;,,;38cdb41c-2eec-4e03-bb31-83cff0346c35,,;85414f5f-b448-4dda-9370-1b6c4b38b561,,;d8925ce4-d6d9-400c-92f5-ad772ef7f178,,;,,;eadedcce-d01b-4fbb-a1ae-d218f13aa5d6,,;,,;,,"
data "VerbalIntent" "Damage"
data "SpellFlags" "IsSpell;HasSomaticComponent;HasHighGroundRangeExtension;RangeIgnoreVerticalThreshold;IsHarmful"
data "HitAnimationType" "MagicalDamage_External"
data "PrepareEffect" "51422dfb-bc78-42aa-8c63-67e17535d77e"
data "CastEffect" "79a465b8-6054-47f8-92e4-9c340f96dd77"
data "DamageType" "Radiant"
data "MemoryCost" "1"
data "Level" "1"

new entry "KW_DoubleSunday"
type "SpellData"
data "SpellType" "Projectile"
data "TargetFloor" "-1"
data "TargetRadius" "18"
data "SpellRoll" "Attack(AttackType.RangedSpellAttack)"
data "SpellSuccess" "DealDamage(LevelMapValue(KW_D4Ki_Technique)+2,Force);ApplyStatus(OFF_BALANCED,100,1)"
data "TargetConditions" "not Self()"
data "ProjectileCount" "1"
data "AmountOfTargets" "2"
data "Trajectories" "ada4b2b0-5e65-4257-9fea-b7376bd92d5f"
data "Icon" "Action_DoubleSunday"
data "DisplayName" "hb9bb688eg581ag471egb895ga9755322f9d7"
data "Description" "hb1964529g23acg4048g8196g604730d5093d;1"
data "TooltipDamageList" "DealDamage(LevelMapValue(KW_D4Ki_Technique)+2,Force);DealDamage(LevelMapValue(KW_D4Ki_Technique)+2,Force)"
data "TooltipStatusApply" "ApplyStatus(OFF_BALANCED,100,1)"
data "TooltipUpcastDescription" "6ff1780a-855a-414c-a8bf-811251537206"
data "PrepareSound" "Spell_Prepare_Arcane_Debuff"
data "PrepareLoopSound" "Spell_Loop_Arcane_Debuff"
data "TooltipAttackSave" "RangedSpellAttack"
data "CastSound" "Spell_Cast_Debuff_RayOfEnfeeblement_L1to3"
data "CastTextEvent" "Cast"
data "CycleConditions" "Enemy() and not Dead()"
data "UseCosts" "ActionPoint:1;KW_Energy:10"
data "SpellAnimation" "9313094a-bae2-454f-9701-f920d0e8e98d,,;,,;cd5e5d4a-38e1-4d4d-b346-3fbc1e4c3c90,,;141f48d9-9615-496a-8737-9240f0dba60d,,;808fdfab-2e6c-472e-b3c4-19ce4a719d9d,,;,,;ea745d30-eb87-447f-b190-c81298e27d9c,,;,,;,,"
data "VerbalIntent" "Debuff"
data "SpellFlags" "IsSpell;HasSomaticComponent;HasHighGroundRangeExtension;RangeIgnoreVerticalThreshold;IsHarmful"
data "PrepareEffect" "556fd141-698d-4c08-9322-ad155821260a"
data "CastEffect" "ccc5dbad-ad6d-4439-821a-844d4c9df9b9"
data "MemoryCost" "1"
data "Level" "1"

new entry "KW_Kamehameha"
type "SpellData"
data "SpellType" "Projectile"
data "TargetFloor" "-1"
data "TargetRadius" "20"
data "RequirementConditions" "not HasStatus('KW_COOLDOWN_Kamehameha')"
data "SpellProperties" "IF(Combat()):ApplyStatus(SELF,KW_COOLDOWN_Kamehameha,100,3)"
data "SpellRoll" "Attack(AttackType.RangedSpellAttack)"
data "SpellSuccess" "DealDamage(LevelMapValue(KW_D12Ki_Technique),Thunder);DealDamage(1d6+SpellCastingAbilityModifier,Force)"
data "TargetConditions" "not Self() and not Dead()"
data "ProjectileCount" "1"
data "Trajectories" "88888888-4444-4444-4444-888888882653"
data "Icon" "Action_Kamehameha"
data "DisplayName" "h1ba23b8bg0675g4dc6gb6c4g7e11afb86cc9"
data "Description" "h14df2ae6gf83ag40a2ga8e9g71c2ee1aeaf5;3"
data "TooltipDamageList" "DealDamage(LevelMapValue(KW_D12Ki_Technique),Thunder);DealDamage(1d6+SpellCastingAbilityModifier,Force)"
data "ExtraDescription" "h219d7e2dg4901g45a3ga509gb70435f5ceaf;1"
data "ExtraDescriptionParams" "max(1,3)"
data "TooltipAttackSave" "RangedSpellAttack"
data "CastSound" "Spell_Cast_Damage_Force_EldritchBlast_L1to3"
data "CastTextEvent" "Cast"
data "CycleConditions" "Enemy() and not Dead()"
data "UseCosts" "ActionPoint:1;KW_Energy:12"
data "SpellAnimation" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5,,;,,;cd5e5d4a-38e1-4d4d-b346-3fbc1e4c3c90,,;141f48d9-9615-496a-8737-9240f0dba60d,,;a9682ef9-5d9e-4ac0-8144-2c7fe6eb868c,,;,,;32fb4d91-7fde-4b05-9144-ea87b9a4284a,,;,,;,,"
data "VerbalIntent" "Damage"
data "SpellFlags" "IsSpell;HasHighGroundRangeExtension;RangeIgnoreVerticalThreshold;IsHarmful"
data "PrepareEffect" "f4aab3ad-a4ad-48e1-9052-3808e2b65981"
data "CastEffect" "043b39c7-a30a-4b81-bc37-404e2ccc8c66"
data "DamageType" "Thunder"
data "MemoryCost" "1"
data "Level" "1"

new entry "KW_SpiritBall"
type "SpellData"
data "SpellType" "Projectile"
data "MemoryCost" "1"
data "Level" "1"
data "SpellSchool" "Evocation"
data "TargetFloor" "-1"
data "TargetRadius" "15"
data "AmountOfTargets" "1"
data "TooltipAttackSave" ""
data "SpellProperties" "DealDamage(LevelMapValue(KW_D4Ki_Technique)+SpellCastingAbilityModifier,Force)"
data "TargetConditions" "not Self() and not Dead()"
data "ProjectileCount" "1"
data "Trajectories" "c7cd4b0a-2b2e-47ae-a4e8-849ad5d448f8"
data "Icon" "Action_SpiritBall"
data "DisplayName" "hc34f2931g547fg46e2gad55g9196c39ed653"
data "Description" "hb8adb5d4g3d48g4840ga898gfd53c3d3eeb5;1"
data "DescriptionParams" ""
data "TooltipDamageList" "DealDamage(LevelMapValue(KW_D4Ki_Technique)+SpellCastingAbilityModifier,Force)"
data "PrepareSound" "Spell_Prepare_Damage_Force_Gen_L1to3"
data "PrepareLoopSound" "Spell_Prepare_Damage_Force_Gen_L1to3_Loop"
data "CastTextEvent" "Cast"
data "CycleConditions" "Enemy() and not Dead()"
data "UseCosts" "BonusActionPoint:1;KW_Energy:5"
data "SpellAnimation" "3ff87abf-1ea1-4c32-aadf-c822d74c7dc0,,;,,;38cdb41c-2eec-4e03-bb31-83cff0346c35,,;85414f5f-b448-4dda-9370-1b6c4b38b561,,;d8925ce4-d6d9-400c-92f5-ad772ef7f178,,;,,;eadedcce-d01b-4fbb-a1ae-d218f13aa5d6,,;,,;,,"
data "VerbalIntent" "Damage"
data "SpellFlags" "IsSpell;HasHighGroundRangeExtension;RangeIgnoreVerticalThreshold;IsHarmful;AddFallDamageOnLand"
data "CastSound" "Spell_Cast_Damage_Lightning_ChromaticOrbLightning_L1to3"
data "PrepareEffect" "a0aead53-5047-4b0f-a31f-ecc89e5599c0"
data "CastEffect" "fa7b3b8f-3187-45c2-9895-f1ce4c432679"
data "DamageType" "Force" 

///////////////////////////////////////////
//            Level 2                    //
///////////////////////////////////////////

new entry "KW_Masenko"
type "SpellData"
data "SpellType" "Projectile"
data "TargetRadius" "25"
data "MemoryCost" "1"
data "Level" "2"
data "AreaRadius" "2"
data "ExplodeRadius" "2"
data "SpellRoll" "not SavingThrow(Ability.Constitution, SourceSpellDC())"
data "SpellSuccess" "DealDamage(LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier,Radiant);ApplyStatus(DAZED,100,2)"
data "SpellFail" "DealDamage((LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier)/2,Radiant)"
data "TargetConditions" "not Dead() and not (HasPassive('SculptSpells', context.Source) and Ally())"
data "Icon" "Action_Masenko"
data "DisplayName" "h8dcee554g7c12g4158g8115g2aeb3bd380cf;1"
data "Description" "ha3620470g8476g4b32ga547gf7efaf6b6317;3"
data "DescriptionParams" ""
data "TooltipDamageList" "DealDamage(LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier,Radiant)"
data "TooltipStatusApply" "ApplyStatus(DAZED,100,2)"
data "TooltipAttackSave" "Constitution"
data "TooltipOnSave" "b316a2bf-117b-4d96-b09b-b45b103c9270"
data "PrepareSound" "Spell_Prepare_Damage_Thunder_Gen_L1to3"
data "PrepareLoopSound" "Spell_Loop_Damage_Thunder_Gen_L1to3"
data "CastSound" "Spell_Cast_Damage_Thunder_Shatter_L1to3"
data "TargetSound" "Spell_Impact_Damage_Thunder_Shatter_L1to3"
data "CastTextEvent" "Cast"
data "ProjectileCount" "1"
data "Trajectories" "88888888-4444-4444-4444-888888882753"
data "CycleConditions" "Enemy() and not Dead()"
data "UseCosts" "ActionPoint:1;KW_Energy:15"
data "SpellAnimation" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5,,;,,;cd5e5d4a-38e1-4d4d-b346-3fbc1e4c3c90,,;141f48d9-9615-496a-8737-9240f0dba60d,,;a9682ef9-5d9e-4ac0-8144-2c7fe6eb868c,,;,,;32fb4d91-7fde-4b05-9144-ea87b9a4284a,,;,,;,,"
data "VerbalIntent" "Damage"
data "SpellFlags" "IsSpell;IsHarmful"
data "HitAnimationType" "MagicalDamage_Psychic"
data "PrepareEffect" "e50b62f4-873b-4224-9b78-3dc05d2b7b47"
data "CastEffect" "ccdad0c8-9f41-46b7-8c80-20e0dd666d1e"
data "TargetEffect" "326e77b8-3951-4507-b42a-838533b274e2"
data "DamageType" "Radiant"

new entry "KW_RapidFireKiWave"
type "SpellData"
data "SpellType" "Projectile"
data "SpellRoll" "Attack(AttackType.RangedSpellAttack)"
data "RequirementConditions" "not HasStatus('KW_COLDOWN_RAPIDFIREKIWAVE')"
data "SpellProperties" "IF(Combat()):ApplyStatus(SELF,KW_COLDOWN_RAPIDFIREKIWAVE,100,3)"
data "SpellSuccess" "DealDamage(1d8,Force)"
data "TargetFloor" "-1"
data "TargetRadius" "20"
data "AmountOfTargets" "LevelMapValue(KW_RapidFireKiWave)"
data "TargetConditions" "not Self() and not Dead()"
data "ProjectileCount" "1"
data "CastTargetHitDelay" "100"
data "Angle" "120"
data "Trajectories" "348013df-7958-4ca9-ac9f-80337e054bee,7bff57fa-fd21-4ab3-9384-83fb14237690"
data "Icon" "Action_RapidFireKiWave"
data "TooltipAttackSave" "RangedSpellAttack"
data "DisplayName" "h01307485g037bg465dgb59dga945a226332e"
data "Description" "h050f7f42g9f98g4f20g94a0g491a585564f8;1"
data "DescriptionParams" ""
data "TooltipDamageList" "DealDamage(1d8,Force)"
data "TooltipUpcastDescription" "80df6d62-b4b1-4214-8383-8f7ef5c079d7"
data "PrepareSound" "Spell_Prepare_Damage_Force_Gen_L1to3"
data "PrepareLoopSound" "Spell_Prepare_Damage_Force_Gen_L1to3_Loop"
data "CastSound" "Spell_Cast_Damage_Force_MagicMissile_L1to3"
data "PreviewCursor" "Cast"
data "CastTextEvent" "Cast"
data "CycleConditions" "Enemy() and not Dead()"
data "UseCosts" "BonusActionPoint:1;ActionPoint:1;KW_Energy:21"
data "SpellAnimation" "3ff87abf-1ea1-4c32-aadf-c822d74c7dc0,,;,,;38cdb41c-2eec-4e03-bb31-83cff0346c35,,;85414f5f-b448-4dda-9370-1b6c4b38b561,,;d8925ce4-d6d9-400c-92f5-ad772ef7f178,,;,,;eadedcce-d01b-4fbb-a1ae-d218f13aa5d6,,;,,;,,"
data "VerbalIntent" "Damage"
data "SpellFlags" "IsSpell;HasHighGroundRangeExtension;RangeIgnoreVerticalThreshold;IsHarmful"
data "PrepareEffect" "f9785481-e126-4499-b00e-f36fa02cd196"
data "CastEffect" "655f8b6b-f392-4c5d-8d74-d2a9df5f8f9d"
data "DamageType" "Force"
data "MemoryCost" "1"
data "Level" "2"

new entry "KW_SpiritBomb_Throw1"
type "SpellData"
data "SpellType" "Projectile"
data "TargetRadius" "15"
data "AreaRadius" "2"
data "ExplodeRadius" "2"
data "SpellRoll" "not SavingThrow(Ability.Constitution, SourceSpellDC())"
data "TooltipAttackSave" "Constitution"
data "SpellProperties" "GROUND:CreateExplosion(Projectile_AiHelper_MoonBeam);RemoveStatus(SELF,KW_SpiritBombCharge);RemoveStatus(SELF,KW_SpiritBombCharge2);RemoveStatus(SELF,KW_SpiritBombCharge3)"
data "TargetConditions" "not Self() and not Dead() and not Ally()"
data "SpellSuccess" "DealDamage(LevelMapValue(KW_D6Ki_Technique)+SpellCastingAbilityModifier,Radiant);RemoveStatus(SELF,KW_SpiritBombCharge);RemoveStatus(SELF,KW_SpiritBombCharge2);RemoveStatus(SELF,KW_SpiritBombCharge3)"
data "SpellFail" "DealDamage((LevelMapValue(KW_D6Ki_Technique)+SpellCastingAbilityModifier)/2,Radiant);RemoveStatus(SELF,KW_SpiritBombCharge);RemoveStatus(SELF,KW_SpiritBombCharge2);RemoveStatus(SELF,KW_SpiritBombCharge3)"
data "Icon" "Action_SpiritBomb"
data "TooltipAttackSave" "Constitution"
data "DisplayName" "h97b3c796g0943g46dagb553gd7b0bdfbb47f"
data "Description" "h368e3d17g9881g4380ga24eg1cfff8ca2f07;1"
data "TooltipOnSave" "78d8b61f-faa4-45e4-8e94-f62bcbaca610"
data "DescriptionParams" ""
data "TooltipDamageList" "DealDamage(LevelMapValue(KW_D6Ki_Technique)+SpellCastingAbilityModifier,Radiant)"
data "TooltipStatusApply" "ApplyStatus(PRONE,100,1)"
data "PrepareSound" "Spell_Prepare_ClericSummon_Gen"
data "PrepareLoopSound" "Spell_Loop_ClericSummon_Gen"
data "Trajectories" "f5855e43-5a10-4043-83bf-fb7b34b2a508"
data "CastEffect" "69aaec35-2b91-4ae8-b6cf-6cbafd115fad"
data "HitEffect" "bf082d87-97a8-4846-b197-1e2813a1d423"
data "PrepareEffect" "7e42016a-29f9-4922-908b-dbf010dff168"
data "PositionEffect" "326e77b8-3951-4507-b42a-838533b274e2"
data "CastSound" "Spell_Cast_Cleric_DestructiveWave_L4to5"
data "TargetSound" "Spell_Impact_Cleric_DestructiveWave_L4to5"
data "CastTextEvent" "Cast"
data "UseCosts" "BonusActionPoint:1"
data "SpellAnimation" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5,,;,,;09ae2f11-f5b4-42f5-ae16-687a5b57d500,,;10caea0e-c949-4d91-8ab7-3b50019dd054,,;a9682ef9-5d9e-4ac0-8144-2c7fe6eb868c,,;,,;32fb4d91-7fde-4b05-9144-ea87b9a4284a,,;,,;,,"
data "VerbalIntent" "Damage"
data "SpellFlags" "IsSpell;IsHarmful;Temporary"

new entry "KW_SpiritBomb_Throw2"
type "SpellData"
data "SpellType" "Projectile"
using "KW_SpiritBomb_Throw1"
data "TargetRadius" "20"
data "AreaRadius" "5"
data "ExplodeRadius" "5"
data "SpellSuccess" "DealDamage(LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier,Radiant);DealDamage(2d8,Radiant)"
data "SpellFail" "DealDamage((LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier)/2,Radiant);DealDamage((2d8)/2,Radiant)"
data "TooltipDamageList" "DealDamage(LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier,Radiant);DealDamage(2d8,Radiant)"
data "DescriptionParams" "DealDamage(LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier+2d8,Radiant)"

new entry "KW_SpiritBomb_Throw3"
type "SpellData"
data "SpellType" "Projectile"
using "KW_SpiritBomb_Throw1"
data "TargetRadius" "25"
data "AreaRadius" "7"
data "ExplodeRadius" "7"
data "SpellSuccess" "DealDamage(LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier,Radiant);DealDamage(4d8,Radiant)"
data "SpellFail" "DealDamage((LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier)/2,Radiant);DealDamage((4d8)/2,Radiant)"
data "TooltipDamageList" "DealDamage(LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier,Radiant);DealDamage(4d8,Radiant)"
data "DescriptionParams" "DealDamage(LevelMapValue(KW_D8Ki_Technique)+SpellCastingAbilityModifier+4d8,Radiant)"
///////////////////////////////////////////
//            Level 3                    //
///////////////////////////////////////////


