h099a3041g794dg4e4fgb0fdg9deefc605db4,P4 黑色与祖母绿和银色金属的混合,,
h1c25abcdgdbdag49a1g82f6ga16305413a67,P4 青色、黑色和银色金属的混合,,
h0a599cc6g5d4eg48d6g890egbf32c98b9a0b,P4 深红色和黑色与银色金属的混合,,
h4e851fdbg2a20g4750g9c15gf281c1ba8fc7,P4 紫色、黑色和银色金属的混合,,
h3ed47a1cgde64g4704g9b67gcab95877c346,P4 祖母绿、黑色和银色金属的混合,,
ha2031801gf241g4de4g86dcg5a6795e42e69,P4_巨魔之潮,,
h23e5e389gb0cbg494ag9a19g17b93cbec2bf,P4_巨魔之潮,,
h42d27947gf713g49dag9de7gca80d3a6eff7,P4_喇叭_01,,
h53f1dadbg7e32g431cg8139g4fdd68dc3bbc,P4_喇叭_02,,
h9da3716cgf7cfg4979g989dg1922956ecece,毒药,,
232efeaf-06c8-4318-b954-af3842c11d4d,药水箱,,
1c3e79ac-7826-4637-bc68-168f295da472,任务物品箱,,
h65350ca8ga871g4841gb333g2b4014454a04,尖牙的祸害,,
2d41ef1c-0037-4ea6-ba98-443d9e864635,卷轴包,,
h7caaae0dg7345g4085g93edg1fa8639bdab4,设置眼睛效果,,
h741a6870g259bg4e40g9504g1d1cdb03dd12,设置半恶魔效果,,
hbc6e9134g2442g4beegbda6g89a812a71fa9,设置静脉颜色,,
h4758b7dag198cg48e8gab12g946fe2cae3ea,设置静脉深度,,
24dae04b-0c5c-4715-aa88-030bdfeeea28,影心的包,,
c7d5baa6-a42e-49ff-849c-cd3875ba70ef,盾牌箱,,
h578f074cg0e34g4cd5g9b00gcb4508a4e426,显示半恶魔,,
h60a22f2ag3d98g483dga8e4ga5e23a4b02bd,俄尔普斯，黑色的谎言王子。黑色，老旧的紫色，灰绿色。,,
64c83a47-1c27-4cbc-9c60-3bb889915415,小巧且安全，你可能永远不用担心丢失任何精美珠宝。,,
b3dd9bb9-92bb-47e1-8e9d-3288a91597e1,不知怎的，甚至明塔拉的包也是黑暗而神秘的……想知道她包里装了什么？,,
8e5468f1-56c3-4774-a176-e74eef498a0c,强大的美丽武器值得一个强大而美丽的盒子来保护它们。,,
1f793742-ad9a-4d93-829c-1e4a3c023ecf,填充猫头鹰,,
h6a6b507bg0e3ag4323g9b79gef09280ed460,TC染料包,,
h19649f61g72b8g4e45g9508gd605b4f674ef,这件长袍赋予穿着者与阴影的神秘联系，允许他们以近乎隐形的优雅移动。,,
h1aa52e73gb75ag4c0egae92g96619500a71b,这些靴子使穿着者能够在冲突中巧妙地穿梭，留下一个复杂的魔法图案，可以困住并迷惑对手。,,
078ec202-9c50-4cb1-a936-2ac193476e6d,这些缝线……一定是明斯克引以为傲的拉斯哈曼品质。,,
b6fb894e-c3b2-4461-976e-e4f0869d13de,这个箱子是为音乐爱好者设计的。在里面储存大量的乐器，从你装饰性的琵琶，到最精致的长笛。,,
hb570cf0cgf823g484egadbbg2d7a044572ad,"这款优雅的紧身胸衣是优雅与实用性的完美结合。

用耐用的面料制成，这件服装让穿着者舒适而不过于窒息。结实的材料和复杂的细节，这款紧身胸衣无疑是一流的作品。",,
h0e0322dcg8f11g43bcg936eg587ad85b71dc,"这款优雅的紧身胸衣是优雅与实用性的完美结合。

用耐用的面料制成，这件服装让穿着者舒适而不过于窒息。结实的材料和复杂的细节，这款紧身胸衣无疑是一流的作品。",,
805f7170-3292-44ed-b19f-d495249768df,这个包有足够的空间容纳你在旅途中可能找到的所有1000卷卷轴。,,
f9d493a8-8478-4311-b439-5a6e2a54b1ce,这个编织箱有足够的空间容纳即使是最热衷的帽子收藏家。,,
1f8e4501-556c-48e9-84f7-ab48f123edb3,可投掷物品,,
4c6e9115-01ae-4c71-83ce-b923e23af10d,整洁的小药水瓶可以紧密地放在这个箱子里。当你需要一点帮助时，随时可以拿起。,,
fb8c5da1-4b0c-429f-ab06-b74a45d9f0a1,贸易商品包,,
h794d50f6g3aa8g44dcg8478gb640ac9f54ca,打开或关闭半恶魔眼睛效果。,,
he50f0d85g8819g4133g981cgc3e3a87bf4b2,T型姿势,,
h8bd3dd8ag8670g4d87ga230g8479ed96dcc9,无限使用。,,
hf4547ca6g593cg49eag9fd8g8d906674a6a8,使用你的精神恶魔力量隐藏你的半恶魔本质，对周围的人看起来正常。,,
a8a225d9-35a7-4389-9c8d-4e0864cce5d8,实用包,,
h293634d6ga9f1g4716g87b0gc5258251d039,静脉颜色25%,,
h0cd1cba4gdff1g486cg8c8cgbf8cbc9fce18,静脉颜色50%,,
ha3780af1g3b60g4c59gb1e9g34a99ba24051,静脉颜色75%,,
h63b0cd9eg2180g46b4g81f6gbaf7b65f60c4,静脉颜色决定半恶魔静脉的颜色强度。,,
hd4220f52g1678g401bg8fbbg5a69efc15b12,静脉颜色全,,
h72562cf7gdf7eg4861gb124g6baca3b7e3c5,静脉颜色关闭,,
he620c1e8gaf82g44e5g9cd1gcac1f2eec63a,静脉深度25%,,
h28f66884gacc1g492agbc02g3a5d45c0b0af,静脉深度50%,,
h6eb8cd80ge824g4c29gb56egbc7ab24f6a8f,静脉深度75%,,
hc72bf8d7g43f0g4d0cgbd42g0bb36e61c066,静脉深度决定半恶魔静脉的脊高。,,
h059b7a66gf65cg4137gb5f1gf860b6260c91,静脉深度全,,
hf895f498gf64eg4641gb14fgc51f3dae4140,静脉深度关闭,,
hc85021b8g435cg4038g87d0g52de9cd0255f,不稳定的女祭司,,
9deb2205-a345-4a45-8476-6327d97ea786,武器箱,,
h85d496a6g1759g4855gbd03g047370779a66,织网者,,
h9d3fc8c3g73c9g4c20g9db5gea6913bd9608,蜘蛛女皇装束,,
h9c505ad5gf2b9g472egbafcg83fa4be6932a,我们呜呜呜呜呜呜。,,
hf10aa901g05e2g4b40gb128gc7f217ebc188,当佩戴时，它们赋予穿着者增强的力量和敏捷性，同时一种微妙的有毒魔法在护腕中流动，为每一次打击增添了毒性边缘。,,
2dd0826f-3719-4c9c-861e-3e9e5a6605a6,威尔的包,,
ha072edc8g5d90g4cd1g84a8g21a7bab61e6d,你正在使用你的精神恶魔力量隐藏你的半恶魔本质，对周围的人看起来正常。,,
hdd4cf353g631cg438eg8952g7a03ee4cc548,你的半恶魔本质对所有人可见。,,
h5f16ec12g3f46g4b81g96e6g6560f39ffe1c,+2智力和感知。获得心灵伤害抗性。,,
h8ae2eb2eg7deag4eafg9d29gd8cabcecbdc6,+5% 重击几率。,,
h74b17956g750cg44bcga615g1e15e895a949,<LSTag Tooltip="MovementSpeed">移动速度</LSTag> 减半.,,
h48a74894g7279g4028ga85fgdf7cd46f1db4,酸性核心-武器,,
hf6d040d0g2167g4537g80f6gaf22c7bf62ef,酸性核心-武器-外观,,
h21684d6cgb8e1g4111g8d95g0e1fe833ee5d,酸性核心-武器-隐形,,
h81b7e616g709eg4e3eg97d6g4b2b8f926f6a,酸性破坏,,
he1b3ce8eg7e13g4430g9529gc05e37720e34,酸性效果和力量,,
h6418db8fgcfe5g4736g8c02gd8780703a085,酸性效果，仅具有视觉效果,,
h64932c4cg36aeg4856gaeaeg8f47b455d975,酸性能力,,
h054ea438g39d5g4bddg9870g08e73b04a7d7,酸性武器之力,,
hec68801bgac63g4afdg8928gc31e78b8a89a,酸性武器之力-外观,,
h140fa00eg4913g4df6g8944g81036f451f24,酸性武器之力-隐形,,
6969acbd8gb78eg4cf7g834bge5fb441d1399,调谐,,
hbbbb1f3egdf4dg4bb9g99b7g298cda702d1b,血魔效忠之力-刀刃,,
h045b6bd1g48b8g4265gb756gcd9e8a783654,血魔效忠之力-刀刃-外观,,
hf1b3b6cag1632g4750gab9cgd21f36fcbd22,血魔效忠之力-刀刃-隐形,,
h0b2f3979g19e9g4138ga107gfe26e88d5f0a,血魔武器之力,,
hb343d4feg2328g42d0gb737gbdbd3e94ac64,血魔武器之力-外观,,
h5c99f4b6g9d2dg40c8ga840gf4e910688492,血魔武器之力-隐形,,
hda868ecfg7bcdg427bgac8bg2fba728ac46c,血腥、红色效果，吸血以及力场的力量,,
h64a69a93g4db5g4affgba35g6df37a209689,血腥、红色效果，仅外观,,
h811b2d9cg1cc4g4bf7gb7c5ga54308924635,绑定武器核心-双手,,
h6af6af19g5ad1g48fdg8cf3g9f873d124453,绑定武器核心-双手-外观,,
h21ca2ebcgc43bg4e5bg93b7gd889c9dad63f,绑定武器核心-双手-隐形,,
hf96dce29g0ffeg4d3ega4f1g43feb9765f8d,燃烧之手,,
h2b15a2dbg3ab1g4e2fg8248g7da1932e9d06,冰冻效果和寒冰的力量,,
h3026d737g8d6cg4054g93f7gf9f0302b6539,冰冻效果，仅外观,,
h363792a1gfcf0g402eg812egb1a0e76bd0e0,寒冰之力,,
hbcd08f6eg7430g4b5ega8bdgaf143ddc551a,寒冰武器之力,,
h1dc1a91dgac9bg4facg9b23ga4ffe6737dc9,寒冰武器之力-外观,,
he59d9a9dgbf05g4465gb373gbae7318a68f1,寒冰武器之力-隐形,,
h7ef9f443g6d09g4190g97bdgd7fdf4f6a58d,包含了武器的所有效果和增益,,
h3b133405g4778g4459g93d8g5636a044fc32,致命连锁闪电,,
hfee2a2bcg7412g419agaadfg1ee41f9935ce,黑暗核心 阿加蒂斯-武器,,
he75b8ea8g4253g4050gafbeg6dc230b76a4d,黑暗核心 阿加蒂斯-武器-外观,,
hf824955dg76f2g40e9gb28bg7d47ea236fee,黑暗核心 阿加蒂斯-武器-隐形,,
hf29636f6g05f3g411fg9058gda88bc777e97,黑暗核心 哈达-武器,,
hba404a05g9b9cg4d8fgb4c5g1ec6e19c251e,黑暗核心 哈达-武器-外观,,
h733a6364g6927g4a11g9817g7536a0252f1d,黑暗核心 哈达-武器-隐形,,
heff333efg3e3cg4d32gb28ag5337db036cdb,黑暗冰霜核心-双手,,
h06c5f731gec97g4d7bgbaabgc8f0292baef0,黑暗冰霜核心-双手-外观,,
h96b332e6gc571g400ega32cgcf444cc137fb,黑暗冰霜核心-双手-隐形,,
h33363699g902eg4f64gada2g3a0f459573f4,黑暗冰霜核心-武器,,
hcc8f9a9egba76g4ae8g8d9egf539b2cfb573,黑暗冰霜核心-武器-外观,,
hb400778cge252g4d4dgb972g47ad39f3d642,黑暗冰霜核心-武器-隐形,,
h1f938b02ga5b7g49b8gb80cg348438250028,黑暗光环-双手,,
hd477dbfagfc78g4421ga186g5fce01b305dd,黑暗光环-双手-外观,,
h72cd5abbgcf57g462fg9a63gb48b6cf74232,黑暗光环-双手-隐形,,
h440b704eg7df6g4b0cg9f20g3e203003b3f8,黑暗烟雾-双手,,
h0e891344g9464g4a9cga947gf75897034bbf,黑暗烟雾-双手-外观,,
he249382dgebcfg4e28ga860gbaa2b157dfc2,黑暗烟雾-隐形,,
h580f626ega5fag4793g9c8fg89c11f275ecc,黑暗烟雾-武器,,
hd6be819cga6b0g4640g8798g417102a626a5,黑暗烟雾-武器-外观,,
hedf7bd85g6092g4c98gb324g354fe5c17731,黑暗烟雾-武器-隐形,,
h1dafca1eg088bg474eg8f50gd9c036bcf12c,黑暗武器,,
he5e56aa5gde21g4086g9d01gd892a5890b0b,黑暗武器之力,,
h48b05a54gd383g497cg8767gc36ac36de093,黑暗武器之力-外观,,
h8a4c00e8gb757g4a7cgbd9bgf7580c68815b,黑暗武器之力-隐形,,
hc9bc6de4g9ecag49ddgb792g9b8f0f478d6a,基于黑暗和死灵的效果和力量,,
hfd0cb18fgeafdg45d1g981fg9de1346b0a4d,基于黑暗和死灵的效果，仅外观,,
hdfeb783bg2fdcg404fg99fcg65c7f560f5e3,基于黑暗和死灵的力量,,
h6ece2a2bg8fe7g4cd9g8275gf272845bec83,对距离10米内的任何人造成[1]。,,
h54829b14gf97ag4469g9c13gb57f1bce0059,神圣誓忠之力-刀刃,,
he0fd559dg89f6g4401gb5dega3ef662332d9,神圣誓忠之力-刀刃-外观,,
h66ed96b2gc3f4g4791ga575g935cbcdf215e,神圣誓忠之力-刀刃-隐形,,
h63c41ea5g1964g4244gac9dgba689e5f049c,神圣誓忠冲击波,,
hd7a6ddceg9385g4a74ga8dbg4b479479fe14,神圣武器之力,,
hf8934ef9g23f1g4008g85adgb45e469ee129,神圣武器之力-外观,,
h4cb13033g4763g4553g8e68g022cf2b8c77a,神圣武器之力-隐形,,
h90c8d380g7166g4edbgaacdg2bfb100be698,虚幻之日核心,,
h5e664a8dgfb12g4536ga82dgbf7800c3681c,虚幻之日核心-外观,,
h266e0fc2g2fbdg4ba9g901ag10b01b80953e,虚幻之日核心-隐形,,
h8123c586g41e4g499cg971cgf6c0448129f0,火焰-武器,,
h4497900ag3216g4b87g8c81g60ef3a976174,火焰-武器-外观,,
h326298f4g1d2dg4e6cg91d8gd1a04c6736fa,火焰-武器-隐形,,
hf89ff18eg8624g42d1g8a90g2c8e58d7e451,火球-武器,,
h3819f8a6g25e2g4b8fg9caag15cfc6a445d7,火球-武器-外观,,
hb16d6e3fg13fdg4081g97a7g615caa06b041,火球-武器-隐形,,
h0042b089g1879g4f55g9dd3g673af1fe4e20,火焰效果和力量,,
he4d0e45bg8840g4f47ga0e8g0a866100f1af,火焰效果，仅具有视觉效果,,
hd08699aeg869dg46e4g98e7g8d35380c751c,火焰之力,,
h5fa406d0gc756g4407g990eg1e2df5de8c23,火焰伤害易伤,,
hf0f448c0g995fg4ab8g8b60g79e3b3c051c9,火焰武器之力,,
hcb0ac467gac30g4516gaeecg966ff25cceb5,火焰武器之力-外观,,
h9106d03bg0e1cg4160g84b1g7b8c3f426512,火焰武器之力-隐形,,
ha9267166g8b5dg4b9egaa2eg677442b9ffb4,五,,
hbf01fee3gf835g44a6g89cag6a0bba22bd8d,力场核心-双手,,
hb16f4b72gef09g4d00g8714g676b8ca69e2d,力场核心-双手-外观,,
ha2c6f165g83cag44e5gb542g3a102c799c04,力场核心-双手-隐形,,
h2accb189g87fbg4276gbf53g5b1c00936d98,力场伤害易伤,,
h81b50b56g0878g4f37ga56agdf7235b164e9,冰霜武器减益,,
ha6db5797g89e5g49cdgb927g8484186afb19,冰霜之刃,,
h1e833caag49b3g423egbafeg1b11e331e5d3,冰霜之刃-外观,,
h194c6e98g9d9ag4cd0gb27fgb99426e7a74c,冰霜之刃-隐形,,
h5e9f5f34ged0fg4cf0g84bfg07a50e001c52,冰霜核心-双手,,
hcd027748ge633g4363gbbddg639688997d03,冰霜核心-双手-外观,,
h52215a78g8026g4b79gab5age4b9ff41f855,冰霜核心-双手-隐形,,
hc709005eg1f24g4ae2g8432gb19ca7b8118e,冰霜核心-武器,,
hc80b023dg7faeg421dg89a0g5c78b6314759,冰霜核心-武器-外观,,
hf8e0e8ddg8035g402eg9eaag0e218345773b,冰霜核心-武器-隐形,,
hd5ea6d98ge8b0g4577g9320gbbf8572a1938,冰霜法杖头部,,
hef74790agafd8g4316g82cfgbbf17bcde43b,冰霜法杖头部-外观,,
h063434fcga821g459dg8d23g033e6fb05002,冰霜法杖头部-隐形,,
h142b1db0g1290g4d97g9e59gbd6a72553c89,炙热金属,,
h7cbddc03g0580g4394g99cbg3ba47366ba38,炙热金属-外观,,
h7d5e4d4eg27bbg4c7dgbf62gfa40136be3dd,炙热金属-隐形,,
h52f6e4adg2896g449fgb62fge3e07c31e660,炽热的神圣武器溶解你的护甲，你失去了4点护甲等级和2点力量属性值。,,
ha900e387gff15g44a2g964age9dc7250424a,破碎天堂之力-武器,,
h733d4d63g2fe9g4588gb9bcg299a490f0a94,破碎天堂之力-武器-外观,,
h7debb671ge969g4de4g98eeg8c35f82be749,破碎天堂之力-武器-隐形,,
h48aac6c8g8bb2g4f6fg870fg401220f68faf,破碎天堂终极技能,,
hf46296cbgb22fg4197ga50fgec7824584b9c,破碎天堂终极技能-外观,,
he857c2ebg1346g4627gbf5dg30663b7a58bd,破碎天堂终极技能-隐形,,
h1a4f64b8g2c94g4920g8cd8g2b39ef67d348,破碎天堂终极力量-武器,,
h58e20f43g585fg4769g92a1gdf2509a06903,破碎天堂终极力量-武器-外观,,
h3a5d5423g16e3g42aagb03dge80b3bf53876,破碎天堂终极力量-武器-隐形,,
h1532fbfdg4b59g4ddeg8e3agc69cce09f701,无尽护符-外观,,
h45d75c55ga259g4387g9312ge3dd64675e8f,无尽护符-隐形之力,,
hbdec3235gffa6g4c55g8196g621ce52fd947,无尽力量,,
h77b945c4gfd85g49f1ga503g9c8616574fe0,无尽之戒-外观,,
h5a7b17abg0ddcg4a4cga6d5g02efd41db806,无尽之戒-隐形之力,,
h2d6346d4g624fg48dagac84g115ba5131614,无尽护符,,
hf60d7d45gc770g456eg8daegc2a79b83b6aa,无尽嗜血,,
hd6aa5407g198fg4d58g9f5bgfacfe3475862,无尽之戒,,
h4d1fbad1ga7a0g4d6dgb9b7g2c5ad3e0d27b,闪电黑暗核心-武器,,
h479104a4g43b3g40a8ga452g461a527c9d91,闪电黑暗核心-武器-外观,,
ha5562cbfg201ag4c6bg9febg1f9e8fd04ece,闪电黑暗核心-武器-隐形,,
hf87dfeaag1603g44bbg83ccg7a492037d55d,闪电效果,,
he0ddb1a5gf558g43e1g8a79ge55a52ee65b6,闪电效果-武器,,
hac354c50g29fag4b6cg8474g27166a628de4,闪电效果-武器-外观,,
h0d3560d9g5b92g4f6cgb303g2f0dd61f37d8,闪电效果-武器-隐形,,
hd1b91bc2gc87ag41aag9135ge78b239f75ce,闪电武器之力,,
h559d92fbg53c1g4571g9ca1g3cdeec3e3116,闪电武器之力-外观,,
hddd0de1bgae12g465agb439ga37ca2a5188b,闪电武器之力-隐形,,
h3702e579ga1cfg48cegacb7g9fa0446931a7,闪电和雷神之力的效果和力量,,
h542cbc2ag7dccg466cgbd3cg77168378844c,闪电和雷神之力的效果，仅外观,,
h0d4d19b7g38c7g416eg865ag5eec39435c56,基于闪电和雷神之锤的力量,,
h3b12b1a2gbb45g4d78g93aeg2b75778b0b84,基于法师的力量,,
he96274cfgac29g4096gb130gee0ab166dfb0,基于法师的力量、紫外线、心灵效果,,
hdc6e00e5g1a41g4fe7gb54ag21d195c21a23,溶化的护甲,,
h4885555bg525dg4dc4gbdacgd61591e675ec,雷神之力-武器,,
hdcac2545g98dag40f8ga86cgff7f470b339f,雷神之力-武器-外观,,
h60a37865gcc1bg42c9g878cged50ff1ec46e,雷神之力-武器-隐形,,
h2419f905gaa92g4c93g8f0ag3b6708f3a0e5,死灵之力-武器,,
he16ebbf6g0b69g4776g8440gcea21bc49e90,死灵之力-武器-外观,,
he43db64fg0e3dg4d52ga69fgd4a0b38ac605,死灵之力-武器-隐形,,
h4b597977g9a93g4dbagac57gf5556c6ad6ee,死灵武器覆盖,,
ha94d72ceg7061g4e20g9ccag907a128e7317,死灵武器覆盖-武器-外观,,
h2e238884g4f86g40c1g9bb0g61542ea4110c,死灵武器覆盖-武器-隐形,,
he31743b7gd08ag4edcga79fgaa9923f2ec3c,仅具备力量和攻击效果，没有物品上的视觉效果。,,
h9bb87b22g9db8g4165g87e3gba85e1532067,仅具备力量和攻击效果，没有物品上的视觉效果。,,
h8da4d36agf52eg497eg81bfgdc192f803c57,仅视觉和攻击效果，无任何增益。,,
he428da9cgc18bg4d94ga79agf002e0ca6fb3,仅视觉和攻击效果，无任何增益。,,
h3c743875gc7adg4d1ega557gf8c9451ac475,心灵武器之力,,
hbd0147c2g21b4g4bfcg9e20g2213d20116a5,心灵武器之力-外观,,
h87d9042ag5d96g4263g9ea0g7a91bd928600,心灵武器之力-隐形,,
h51c446d9gb0a0g49efg9efagfba6a76802c9,光耀之力-武器,,
h06c09ce4g54ebg4419gb451ge96d09c37d88,光耀之力-武器-外观,,
hdcc023d7geebfg42adg9fdcg97e7d1d88df4,光耀之力-武器-隐形,,
hc159cdb4gb93bg4713g9e70g5fbc7ca63c48,愤怒鲜血光环-武器,,
h2d757798g42c7g4a62gb550g1a8e0ca5e8c2,愤怒鲜血光环-武器-外观,,
hd91a9a27gc4bdg411dgacc5gd7f5abdfa458,愤怒鲜血光环-武器-隐形,,
h100aa48eg8e6eg454cgbc0eg1c63c410566f,红色光环-双手,,
hbd91ef16g5513g4ec1g9977gd026163055a9,红色光环-双手-外观,,
h311fcd8bgbd53g4feag8f7dg952f4624641e,红色光环-双手-隐形,,
hc58954a9g9069g41feg9214g528c3d80e0c9,红色光环-武器,,
h87b07edcgceeag4d8dg9c10g8b8153986c30,红色光环-武器-外观,,
h1db50e6cge9c1g4c7bga1b7g9f17672acab8,红色光环-武器-隐形,,
h81323f45g8ff6g41bfgbc95g342d9a7d5c74,红色武器光芒,,
hf3485f14g5a0dg4fadgad31g6d20e111e32d,红色武器光芒-外观,,
h59d6f1bbg5196g4fb8g819ag55b35d7db4ce,红色武器光芒-隐形,,
hd740ae39gf1a9g44aagb562gc3a42508172a,神圣之力-武器,,
h72becbb4gdd73g42d5g8838g48bc777131be,神圣之力-武器-外观,,
hfb5206bcg2b7cg470dg877ag60bcdba3967b,神圣之力-武器-隐形,,
he05289f1gef03g4972g838cg620797ea09d3,炽热火球-双手,,
h4dc14ebagc669g4f09g8b0fgdc761e21cef1,炽热火球-双手-外观,,
h5f5d0284g3adfg4b83ga5d6gb7f71d4cc866,炽热火球-双手-隐形,,
h676c2c54g6756g49a2g8375g91a78aeb952b,七,,
h2e4711e1g75efg4a07gb908g067e9b769bd1,六,,
hde4dfd5dg7cd1g4bc2g8641g75fe2fcc47da,小神圣光晕,,
h188066dcg2658g41e8g8ea0g13f5dcb7524a,小神圣光晕-双手-外观,,
hb886a72dg269fg4898gbdc8g4bd077087970,小神圣光晕-双手-隐形,,
hc24d92d0g4afcg4931gb0e3g1253df107967,小火球-双手,,
h53b7e163g831eg4acbg9774g3dff36637a98,小火球-双手-外观,,
h2b9fc335g7302g45e6g83b6g6be08369cbee,小火球-双手-隐形,,
h24138d3eg8e17g4976g87b2g735a830411c9,太阳之力-双手,,
h619a3a3cgc7adg47b9gb4d6g8efaaf140c99,太阳之力-双手-外观,,
h9ef33ec9g6d6eg4136ga6efg4cac5c16e5ae,太阳之力-双手-隐形,,
h8710da59g030bg4e5bg996ag51af1734ef1e,太阳之力-武器,,
h58b6bcbeg51dag4d54g995bgaa35560f0b0f,太阳之力-武器-外观,,
h0ec2ec78g3057g4537g81e5gecd49082e127,太阳之力-武器-隐形,,
hcc4d9716gf903g49b2gacdfgbe505d972402,太阳光环-武器,,
hab2d5d8bg3802g44d6gb170g2dafc58b6d55,太阳光环-武器-外观,,
h161fb67fg2254g4db6g9c1agdc4f927874e4,太阳光环-武器-隐形,,
h772e903age995g4eb9g8518gf4d6e533bc3b,基于太阳、神圣和光芒的效果和力量,,
h662440fdgc80ag432eg98bagb0aaadb8c551,基于太阳、神圣和光芒的效果。仅外观,,
